day,active_cases
2022-08-01,45229
2022-08-08,45912
2022-08-15,46444
2022-08-22,46871
2022-08-29,47491
2022-09-05,48048
2022-09-12,48661
2022-09-19,49365
2022-09-26,49954
2022-10-03,50540
2022-10-10,51190
2022-10-17,51745
2022-10-24,52298
2022-10-31,52967
2022-11-07,53567
2022-11-14,54111
2022-11-21,54538
2022-11-28,55197
2022-12-05,55803
2022-12-12,56401
2022-12-19,57043
2022-12-26,57560
2023-01-02,58044
2023-01-09,58927
2023-01-16,59551
2023-01-23,60212
2023-01-30,60745
2023-02-06,61310
2023-02-13,61819
2023-02-20,62342
2023-02-27,62959
2023-03-06,63638
2023-03-13,64275
2023-03-20,64886
2023-03-27,65489
2023-04-03,65958
2023-04-10,66560
2023-04-17,67201
2023-04-24,67897
2023-05-01,68636
2023-05-08,69185
2023-05-15,69725
2023-05-22,70327
2023-05-29,70921
2023-06-05,71606
2023-06-12,72173
2023-06-19,72693
2023-06-26,73326
2023-07-03,73838
2023-07-10,74524
2023-07-17,75046
2023-07-24,75625
2023-07-31,76277
2023-08-07,76893
2023-08-14,77478
2023-08-21,77966
2023-08-28,78509
2023-09-04,79061
2023-09-11,79676
2023-09-18,80304
2023-09-25,80849
2023-10-02,81436
2023-10-09,81993
2023-10-16,82800
2023-10-23,83443
2023-10-30,84084
2023-11-06,84900
2023-11-13,85632
2023-11-20,86088
2023-11-27,86924
2023-12-04,87800
2023-12-11,88648
2023-12-18,89357
2023-12-25,89986
2024-01-01,90661
2024-01-08,91630
2024-01-15,92391
2024-01-22,93124
2024-01-29,93922
2024-02-05,94910
2024-02-12,95816
2024-02-19,96578
2024-02-26,97555
2024-03-04,98654
2024-03-11,99773
2024-03-18,100877
2024-03-25,102034
2024-04-01,103164
2024-04-08,104527
2024-04-15,105638
2024-04-22,106791
2024-04-29,108083
2024-05-06,109626
2024-05-13,111254
2024-05-20,112719
2024-05-27,113950
2024-06-03,115972
2024-06-10,117675
2024-06-17,119374
2024-06-24,121176
2024-07-01,122678
2024-07-08,124884
2024-07-15,126985
2024-07-22,128779
2024-07-29,130693
2024-08-05,133205
2024-08-12,135545
2024-08-19,137239
2024-08-26,139267
2024-09-02,141067
2024-09-09,143858
2024-09-16,146087
2024-09-23,148409
2024-09-30,150322
2024-10-07,152833
2024-10-14,154645
2024-10-21,156884
2024-10-28,158866
2024-11-04,159722
